Petróleos Mexicanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estadísticas operativas seleccionadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(miles de barriles diarios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OBSERVADO-MENSUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ene/2018,Feb/2018,Mar/2018,Abr/2018,May/2018,Jun/2018,Jul/2018,Ago/2018,Sep/2018,Oct/2018,Nov/2018,Dic/2018,Ene/2019,Feb/2019,Mar/2019,Abr/2019,May/2019,Jun/2019,Jul/2019,Ago/2019,Sep/2019,Oct/2019,Nov/2019,Dic/2019,Ene/2020,Feb/2020,Mar/2020,Abr/2020,May/2020,Jun/2020,Jul/2020,Ago/2020,Sep/2020,Oct/2020,Nov/2020,Dic/2020,Ene/2021,Feb/2021,Mar/2021,Abr/2021,May/2021,Jun/2021,Jul/2021,Ago/2021,Sep/2021,Oct/2021,Nov/2021,Dic/2021,Ene/2022,Feb/2022,Mar/2022,Abr/2022,May/2022,Jun/2022,Jul/2022,Ago/2022,Sep/2022,Oct/2022,Nov/2022,Dic/2022,Ene/2023,Feb/2023,Mar/2023,Abr/2023,May/2023,Jun/2023,Jul/2023,Ago/2023,Sep/2023,Oct/2023,Nov/2023,Dic/2023,Ene/2024,Feb/2024,Mar/2024,Abr/2024,May/2024,Jun/2024,Jul/2024,Ago/2024,Sep/2024,Oct/2024,Nov/2024,Dic/2024,Ene/2025,Feb/2025,Mar/2025,Abr/2025,May/2025,Jun/2025,Jul/2025
Producción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Hidrocarburos líquidos,2189.638883,2151.658765,2113.833075,2146.822741,2111.741956,2092.621869,2089.889237,2054.8371079999997,2063.77955,1988.474119,1931.029976,1927.593016,1858.841383,1942.857209,1934.442599,1915.076268,1903.837379,1909.1117640000002,1900.806497,1926.098607,1954.096923,1899.933621,1936.125303,1954.0325129999999,1974.1602800000003,1976.151021,1991.8785579999999,1954.5811689999998,1884.6972059999998,1866.8172979999997,1853.572686,1902.109795,1904.320066,1869.093017,1869.7700579999998,1895.261805,1884.9602399999999,1910.920533,1931.518188,1925.952885,1932.87812,1938.5835579999998,1944.326213,1887.667571,1926.075399,1935.3057840000004,1952.577552,1933.616658,1958.8745560000002,1925.101905,1954.90248,1922.2757589999999,1926.450797,1927.506874,1949.0969380000001,1950.183473,1949.548595,1951.365853,1957.807557,1949.610031,2040.63666,2033.253757,2046.219323,2082.283564,2080.826868,2066.2202389999998,2008.741706,2025.571363,2039.6721510000002,2023.367949,2024.850677,2010.379242,1983.22405,1974.1856149999999,1965.38944,1932.6079340000001,1927.834473,1923.267809,1928.407344,1924.4445859999998,1900.168057,1857.148719,1821.962008,1766.03207,1757.77338,1766.906675,1740.855082,1749.440339,1740.9259610000001,1747.163037,N/D
                    Petróleo crudo,1932.138755,1897.854808,1866.800446,1888.284508,1869.83852,1848.281933,1842.677456,1818.463822,1826.974557,1766.987331,1716.910926,1728.8750970000003,1641.514202,1721.767474,1709.954366,1694.374936,1682.542114,1692.131935,1696.555315,1707.656999,1730.346637,1680.752768,1721.728191,1732.24731,1748.840721,1754.622363,1771.341819,1746.743329,1676.61071,1654.733064,1647.332173,1687.866409,1697.837757,1680.210948,1688.845791,1711.492242,1712.650383,1731.804704,1758.926608,1751.265001,1755.117927,1767.527003,1772.336593,1728.773343,1782.402352,1771.125788,1771.410008,1772.710856,1783.022924,1763.607534,1777.266972,1766.812884,1775.3458239999998,1787.224614,1796.506904,1779.753338,1776.757349,1790.763817,1798.17319,1817.4460219999999,1870.246985,1869.243451,1878.209675,1904.166328,1904.42361,1898.692959,1855.239107,1878.519029,1879.248837,1863.001164,1857.245056,1846.959764,1829.318941,1819.398332,1810.523763,1784.129467,1785.295128,1781.529974,1772.174797,1769.592438,1748.997757,1717.852268,1673.3818080000003,1618.689272,1616.929748,1620.5378240000002,1607.164663,1627.346338,1635.611417,1629.144172,N/D
                    Condensados y líquidos del gas,257.500128,253.803957,247.03262900000001,258.538233,241.903436,244.339936,247.211781,236.37328599999998,236.804993,221.486788,214.11905,198.717919,217.327181,221.08973500000002,224.488233,220.701332,221.295265,216.979829,204.251182,218.44160799999997,223.750286,219.180853,214.39711200000002,221.785203,225.319559,221.52865799999998,220.536739,207.83784,208.086496,212.08423399999998,206.24051300000002,214.24338600000002,206.48230900000001,188.882069,180.924267,183.769563,172.309857,179.115829,172.59158,174.687884,177.760193,171.056555,171.98962,158.894228,143.67304699999997,164.17999600000002,181.167544,160.905802,175.851632,161.494371,177.63550800000002,155.462875,151.104973,140.28226,152.590034,170.430135,172.79124600000003,160.602036,159.634367,132.164009,170.389675,164.01030599999999,168.009648,178.11723600000002,176.403258,167.52728,153.502599,147.052334,160.423314,160.366785,167.60562099999999,163.419478,153.905109,154.78728299999997,154.865677,148.47846700000002,142.539345,141.737835,156.232547,154.852148,151.17030000000003,139.296451,148.5802,147.342798,140.843632,146.368851,133.690419,122.094001,105.314544,118.018865,N/D
        Gas natural  (MMpcd),4910.0641909999995,4852.609001,4645.570734,4868.900388,4827.468844,4840.414525,4855.875792,4897.558844,4913.11296,4895.254467000001,4776.133946,4880.600004999999,4648.323727,4869.145045,4856.64494,4816.265564,4840.677797,4842.747777,4891.880071,4938.778443,5016.628422,4970.743767,5014.952562,5024.4795380000005,5004.855107,4941.777495,4946.3341709999995,4826.709719,4459.815731,4753.708473000001,4902.355742000001,4919.639354,4926.075173,4928.144902,4768.613979,4845.7927,4848.055541,4854.306415999999,4839.141170999999,4670.981598,4730.289952,4726.737503,4724.7128410000005,4656.476412,4746.475235,4718.116237,4751.223393000001,4697.060829,4712.86373,4646.317988,4766.219689,4739.866774,4701.527941,4743.951115,4815.415043,4795.569214,4798.226799,4795.026692,4844.875543,4844.545684,4955.215198,4979.437938,5034.674229,5094.967537,5034.39186,5034.982504,4935.871383,4946.940527000001,4969.179601,4950.140051,4887.590676000001,4786.210503,4779.868326,4777.121571,4768.333264,4500.279884,4487.791093,4606.010923,4566.234141,4533.819309,4515.048031,4503.443911,4431.546205,4400.263263000001,4367.58217,4424.960548,4434.085669,4499.75917,4543.34856,4549.587287,N/D
        Petrolíferos y gas licuado (1),728.0368746924236,643.8426822114858,793.5305293203717,937.5994930179514,877.2360628244896,778.482552952374,760.9858522235829,788.1554620095783,732.8561460808684,598.0448024545658,627.869630819628,614.9567251311381,610.6633383936098,716.271665,704.4596723269154,717.7619224586967,753.7585419999999,786.0011519999999,786.0429819999999,809.0147949999999,756.3699580000001,667.2319739999999,689.820462,714.7811640000001,684.380372,575.226748,709.1330750000001,770.742698,778.654857,745.906948,571.10684,661.960809,752.1783969999999,679.926027,609.006954,755.122739,806.4898709999999,813.270517,931.2128299999999,719.157745,787.575498,730.825069,741.637241,790.230204,856.1889320000001,838.163739,844.662885,812.768824,911.022205,968.2581700000001,941.457437,997.1493649999999,932.647616,728.790392,901.14717,909.0552359999999,875.3061,934.875368,1000.578618,883.0814819999999,972.536254,894.955925964218,973.3482434188909,1030.5884921991806,903.0991633809649,872.2474289658089,907.2674217410906,891.3400504185321,826.5203543324858,683.0911934184313,844.1569943325924,959.4869199346556,1084.712294224976,1043.8501528265247,1185.2633464183236,1018.9739208115694,906.5179005479864,983.2820249322914,1070.3199278053135,1031.5373058698442,984.2089197655555,864.2145333859369,817.8186888321836,967.8986813860664,975.2093954505001,994.8550537848613,1034.7396308331408,1032.7056637414441,1014.6253032247134,1144.8228406655492,0.0
        Petroquímicos (Mt) (2),488.90161411,428.305416616,503.61959974,541.3807758600001,586.752729214,462.4202094,590.868740419,524.138680284,482.62478598,497.37994463300004,472.27458555000004,407.10066167900004,461.998300132,420.252630644,498.72741602200006,411.4423623,513.9206614430001,483.40075065,502.994781472,466.807450319,489.88919997000005,446.74975709700004,339.08179776,473.29487646,482.346755593,505.95764350900004,448.979946783,445.11851237999997,328.388793177,282.58805192,310.604052875,271.943232315,297.16311667,336.207230775,318.65841209,332.70832429800004,317.689796327,318.61189770799996,385.971960007,359.95551140000003,350.846513177,219.33991373,306.784645723,403.522392482,370.30305786,425.000483421,419.50753067,220.044563195,247.65446076700002,341.674169848,408.829460178,336.84640626000004,313.31083286,246.78218868,359.49045112500005,358.36449010900003,278.64789351999997,355.50403671199996,359.09651457,199.544344621,371.070383234,265.52157721199995,308.797306749,373.66272174,299.307577154,286.07466123000006,302.185504407,237.614983247,220.58143338,256.468808888,254.03131507,281.241454297,277.649685191,273.979441878,384.009970408,321.76103178000005,278.42534525,288.11277543,311.586294058,306.970307938,289.72533238,298.109290669,298.99055043,338.23517987400004,355.57087578100004,329.9130522,350.482987575,327.10036779,247.67215020199998,335.04604371,N/D
        Naftas (Mt),148.52300544684084,136.42725342805858,153.02669041198394,150.08446738073303,147.74883063004904,137.97491886232322,153.95023722324444,137.89499309872969,133.09403370977043,128.59302127891695,123.17075970367281,125.43225096610087,131.70139732156616,122.95687891172804,150.31195188334655,138.68041192326936,143.60692846202002,144.53420051163707,134.36730510048218,138.90792378537208,144.37653032046842,140.43400470355164,137.54835579373176,132.68136215670694,143.43774671274988,130.1597043153307,139.2064376576756,123.8235157585254,134.7936783493618,134.0106338618884,140.23702157752146,143.64585762172115,132.44039642485882,121.07290501590425,115.2728355120388,115.16570253919673,108.93473582068195,102.00869958242663,101.54737713116774,114.13420356108627,117.25365924245914,104.54084363732676,116.57566989127234,110.32061982332586,97.33040932648066,103.15876228554752,102.75611734900727,88.98762440043222,92.02282335348961,80.75065855547724,108.74383763592914,111.60814646230963,116.9013243768584,102.67286814978812,112.71260662334527,116.57725112128551,116.97334865634538,108.60216468655585,100.99175479212319,88.1650297564797,110.64443995060141,99.9783018361618,125.53182243360517,122.57903121640739,121.95884419441855,113.40988335397002,101.56827829629013,92.60931504364278,98.27007098292223,101.15294735845902,96.89872748834074,95.45951337253712,100.93289010880598,91.38623018199098,109.45461532007143,94.55442965656917,102.62776815273891,97.2706956506421,108.46890414384319,103.65279639956543,97.50051535988969,98.36626122053116,91.44506824813074,86.2951184260136,87.20732377460153,89.39086117150427,91.47852190447853,81.04283138895912,82.83760613897537,81.91754925325533,N/D
        Proceso de crudo,594.2313449999999,544.263064,651.5998030000001,766.8717750000001,684.747974,662.4781769999998,645.8794720000001,669.6077829999999,604.309382,485.47773800000004,519.061325,510.60340099999996,507.077599,601.423548,571.9175710000001,570.434134,569.931194,645.209912,657.0557,658.9059530000001,653.679612,511.35914699999995,590.076402,570.890859,557.651361,464.0181,598.696234,669.9313290000001,640.072915,584.0354050000001,520.299514,616.4863819999999,680.0972280000001,588.756657,509.261325,652.703564,702.491323,710.329353,823.5174559999999,646.821989,681.54718,667.65639,636.8949729999999,657.404733,792.956114,742.3914030000001,732.9344679999999,744.08281,799.935005,846.329314,822.689492,888.8969300000001,788.286985,711.7578219999998,820.127902,820.0092400000001,779.6639620000001,808.759159,873.3105750000001,832.356508,835.639323,802.949933,862.343263,914.836252,758.192896,806.719842,768.7323359999999,796.609393,767.9940760000001,608.242685,762.511713,822.87196,954.08504,935.254334,1061.917635,951.313226,842.216471,867.6152430000001,947.79864,906.3622,862.95442,730.7443069999999,692.331075,832.093017,891.172428,891.3561410000001,911.9155589999999,845.4703270000001,810.337345,915.364653,N/D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventas internas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Volumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Petrolíferos y gas licuado,1466.7486644340638,1506.2425199019387,1549.6605189008053,1469.37017185106,1549.0786671699873,1540.5776735798802,1512.5863435024517,1507.547554339853,1444.6708102099838,1406.790971389081,1419.3968973332273,1381.410477567462,1330.5763515122371,1403.770037574348,1403.6188373376538,1402.1323312831462,1392.3613868753876,1378.7710737520179,1406.2138051294462,1388.4384191143004,1303.6745803922884,1313.4969220061819,1297.9024847248677,1346.6991844469997,1279.818002706356,1282.9499427274068,1240.6665235552553,869.2078735152764,875.2661667993972,978.6253442368404,1009.2593095172671,1001.6997825904422,1020.7847660340619,1072.2876841294678,1025.7768331793027,1117.5591000468928,1003.3984700378672,1033.9957988891965,1148.4649586350845,1088.7703904214588,1109.5141581698354,1113.1866095642297,1113.238770579941,1062.0119572886017,1050.5170358716132,1060.328807243754,1194.2335776970208,1281.2019515554987,1096.2265472204067,1174.1946368002657,1335.3739119320182,1371.576236880084,1396.3055084246478,1421.8666928745456,1410.1184407444937,1338.817929802781,1320.213210405653,1323.9315217366216,1334.8593902012797,1347.3303347047438,1272.0036920911352,1288.6545847822233,1299.2088117214332,1235.1655195355129,1281.9273645745436,1330.9217060196252,1321.051728368768,1370.7305981405098,1318.5103085652781,1315.320061641986,1352.7561945453433,1363.1791145279285,1246.168337543839,1304.4784337038975,1314.5182797927469,1319.488886252321,1383.4871526772592,1359.3565752788786,1409.896112698882,1367.1963014800879,1279.419899912954,1248.7899652578606,1286.8896213586563,1266.0746695667174,1200.1858155343648,1225.5137548411149,1284.5000786209264,1380.6171497825821,1320.8805722477443,1326.5063991628913,0.0
                        Gas licuado (3),185.63930265221845,180.5856512139656,173.56825802606733,159.2730420033109,151.89405369084992,162.4325012584101,152.75582073043887,156.3614508140346,155.38553595776082,159.8715785976544,167.38678877188516,164.17354228810515,172.94368116467547,182.29169450071439,155.33290960523897,144.57786984042033,132.14218667494035,131.78249657978813,133.6754283181543,142.61577432002045,140.03141678628188,150.01895093998368,164.43948587315793,169.7142062194955,173.7855314431188,177.8391243918791,160.32127317558312,119.77935400113003,118.13487451840592,128.74451150460328,132.5098347205337,136.720650758792,141.98748591130155,144.56134335782804,141.6900245892237,168.84422853154044,160.45169917489227,153.7093805401728,143.05428287244388,135.7466881552656,138.728037040458,145.03659162398588,146.75004901132664,149.97849889709926,156.26950068319735,145.44272145391136,170.3705468413412,179.56570051942882,163.72569236771668,171.6098661620204,156.1846307934468,137.54465852933794,146.77741245823793,144.6533893984438,155.87452744417405,157.36400163504584,160.87997732494796,167.06898170295568,168.92915338784982,182.23495539673306,170.82349631623163,159.1486908697305,164.10649329900062,151.91393139215975,152.11909764390253,155.15409177454612,161.93530471920405,160.98561328470328,159.41608001570103,169.05917131822093,186.52005834624072,203.91632376584815,185.89594640264218,194.05931759440276,167.3400990996005,153.11216896555348,142.84871521967548,149.9588944327696,153.52091621710986,160.703869090009,156.9732066933572,155.3027172641704,165.8521877541547,184.14990676866447,158.03786241033097,153.2280297077121,163.0098442530921,148.15772065658985,132.69822186821338,133.78159017415774,0.0
                        Gasolinas automotrices,764.5123491168243,776.6802213967857,804.4727531355138,758.5105043190531,800.6168601384911,792.9658117189597,750.9942731634719,765.972919992031,729.0945338954208,738.9824164858254,736.9571776511109,745.0302311069343,706.7508592675728,730.1621949929546,722.8693372198506,745.147829149193,741.0326808259315,723.8142699245985,734.6826168727632,721.3680215614993,688.0792433595028,701.0376769659708,694.2164579371079,732.9745117262536,666.6616048304866,676.6948534937951,643.8224999621181,446.66089364435163,472.8595089445834,535.0171655593317,557.21936751928,551.8204990147952,560.1595821661454,578.2275016787958,559.2126723846148,607.1081666619602,506.2699679656448,521.4946560036449,588.864818290641,566.1461287382461,569.6988864123991,575.6232819137427,575.7033936598639,549.3855044210609,551.9212987724698,572.6070922546674,631.6443257775303,684.8003956543893,565.0881800504909,607.1000842628297,693.196362471387,699.810515727097,708.9153260721164,720.9837984221444,700.3887107625329,680.513584905618,674.9116646902986,647.5695845143727,671.6518756788391,672.4759049647993,624.849864102631,641.0664168295174,646.3713723849139,619.8048793635618,644.3284985720395,667.1192890192261,657.7739690119611,669.1327565008113,659.9644237913905,650.0674516471711,668.4733579366683,687.0722587398154,630.8504191172901,653.333438557116,660.0432593620324,669.6396856577484,696.349099504833,670.5934318342134,688.87641740717,687.8337151589794,658.8020125255924,658.9110869955249,668.4876311937716,667.8374238146059,610.4336397442105,631.9319039813989,650.8250591081585,702.3058837423755,694.3438736565134,661.0915842340661,N/D
                                Pemex Magna,642.5842649574321,659.4547618016846,682.3971682553735,642.7918718707039,677.8426503930347,672.6359001639768,635.6550934931815,647.4803256119473,617.2809329657046,624.8855119074753,622.7009095599192,628.9328754579542,608.7805663808462,612.045081765508,600.1209152912809,626.3771571919817,625.9963252952132,612.6041058578452,622.0780174950065,610.6275929467046,582.4871893177465,592.2782572120346,584.374759954165,611.6894841890734,554.5897160758742,555.9344978452361,522.1684863783543,373.89261358183956,384.16574943375286,403.99715869384283,407.7836586270876,393.399859052919,395.87544687242,408.45714494626895,393.8251452127722,428.59318877655386,356.69453519603354,372.11201279261655,452.30952214056686,442.7742791099198,450.7950883724656,457.11501728261084,460.2196662333644,442.62854867998294,446.2814396556733,465.08959637777406,511.8770939526949,555.3219496300792,459.7193022790848,497.6553418607155,568.2349896477652,574.2275551626342,581.6259903295362,591.4222233146845,576.8712663815672,556.634055414574,554.2869815897717,532.4032541094739,550.8541722638937,547.8663522806667,509.42522295222597,523.5378288071498,526.714913921329,504.6059005682693,523.6550140837403,543.592682379648,538.1876636444384,546.0393875723537,539.2982440860043,529.771317233021,539.6113931996041,549.6129035889617,501.4517838885812,519.5883692348912,527.2896997239682,533.749527861978,552.0404473950225,528.4706285703544,546.5086427330368,542.6113867253754,516.2984631363366,510.96224748745175,516.0595298020281,510.121774411975,463.8827903383241,479.8190358019832,500.74726344193977,540.81893762898,533.2814873516071,508.6526559820035,N/D
                                Pemex Premium,121.92808415939228,117.22545959510107,122.07558488014033,115.7186324483493,122.77420974545649,120.3299115549829,115.33917967029042,118.49259438008382,111.81360092971629,114.09690457835006,114.2562680911917,116.09735564898001,97.97029288672665,118.11711322744655,122.74842192856971,118.77067195721119,115.0363555307183,111.21016406675336,112.60459937775671,110.74042861479468,105.59205404175636,108.75941975393624,109.84169798294286,121.28502753718026,112.0718887546124,120.76035564855898,121.65401358376383,72.76828006251206,88.69375951083063,131.0200068654889,149.43570889219245,158.42063996187622,164.28413529372529,169.7703567325268,165.38752717184266,178.51497788540638,149.5754327696113,149.38264321102835,136.5552961500741,123.37184962832634,118.90379803993352,118.5082646311319,115.48372742649951,106.75695574107797,105.63985911679652,107.5174958768933,119.7672318248354,129.4784460243101,105.36887777140608,109.44474240211413,124.96137282362174,125.58296056446282,127.28933574258018,129.56157510746,123.51744438096569,123.87952949104394,120.62468310052687,115.16633040489876,120.79770341494549,124.60955268413262,115.42464115040508,117.52858802236759,119.6564584635849,115.19897879529245,120.6734844882992,123.52660663957815,119.58630536752263,123.09336892845758,120.66617970538614,120.2961344141501,128.86196473706437,137.4593551508537,129.39863522870894,133.74506932222488,132.75355963806416,135.89015779577036,144.30865210981048,142.12280326385908,142.3677746741332,145.2223284336041,142.50354938925594,147.94883950807312,152.42810139174347,157.71564940263093,146.5508494058864,152.11286817941573,150.07779566621866,161.48694611339542,161.0623863049063,152.43892825206254,N/D
                        Turbosina,90.3758126684162,83.5847181657427,90.63867114974607,89.72437465740927,82.76330828823603,83.37056144294093,89.88964948286544,89.18176763980263,78.75377057544503,76.96038987020592,86.94115745226382,85.19077925423441,87.7280112669324,81.29403188788869,86.63497065154503,83.50062130395752,81.93880991092095,83.16676194128097,89.75511388744641,83.85600458722773,72.89366764269576,74.07078543208539,82.05630304184726,92.52324768085502,85.91642615955749,84.4234737101868,63.97814124250458,4.9075484656965385,5.01582189107532,15.094692085708404,29.40827822221419,27.026276701463907,32.1051350454153,31.25018894034102,38.764814402009804,49.36634780900589,47.62326604129185,41.462694394757214,46.4992779355104,54.33405821658876,58.54847681176689,60.597591475978554,69.39220937819078,68.00585014993769,58.14401505766768,68.02130502570351,81.74702174232883,87.8212203731924,84.1971610633066,80.8208687694478,85.52209643786094,92.29971362850421,86.70596293005426,87.89386077816293,88.90330535622822,89.65350240606708,81.16020759031746,83.86892933603183,91.78903658320415,97.8934161862332,94.575699454704,92.19672343420949,94.18920561939564,90.6427379247336,84.85005839825074,87.72723133044155,92.92560969334227,90.5009066497185,81.18961727617219,83.52964580317538,93.45352651381127,100.44365349788796,101.54107324160046,96.25496430925008,95.10980702445066,93.68112875466613,90.33866342495786,90.73333824082235,92.40695720225852,90.06949768406655,85.36466846876337,84.42352809360872,95.52655262948937,99.27536037337269,99.16254572516759,95.06226154321935,99.73766448196433,100.35677416600538,91.97069169138162,89.68306800482438,N/D
